finance_id,product_id,date,address,units_sold,price,total_revenue,profit,revenue_per_unit,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding,extra_null_col1,extra_null_col2,Product_Name
FIN-TATA-2025-41655,MATOLQOHPNG78S416,15-06-2025,"Coventry, UK",2150.93,35000,334.8,1936.45,8225.67,2032.54,3524.8,31955,8955.38,3499.63,4432.43,5150.59,3952.66,4247.09,2863.75,248.05,8618.26,9325.73,4079.75,6214.62,1664.42,7941.25,2272.75,5805.09,4106.35,2156.69,5349.51,3852.9,, ,Tata Curvv – Electric
FIN-TATA-2025-57439,MATW2S02UQQK5BX7W,15-06-2025,"Graz, Austria",4862.98,35000,2198.91,8880.54,4716.04,4669.78,1328.94,28875,3758.09,9701.34,8966.75,2851.55,2148.08,5313.32,1044.58,8682,9654.87,1047.03,2273.55,5558.2,9394.27,4209.07,761.47,8980.91,381.94,2480.4,6615.69,5655.45,, ,Tata Punch EV – Electric
FIN-TATA-2025-44072,MATIJSJJLRL3XZT6B,15-06-2025,"Bangalore, India",5115.68,22000,219.51,5271.42,9442.18,33.56,2447.44,14300,992.15,7618.26,1516.95,257.8,3816.39,5607.3,6577.86,3316.37,685.72,3795.73,7532.04,6723.93,9690.62,3854.02,9723.43,4868.37,5223.68,8199.53,9348.12,1824.23,, ,Tata Nexon – Petrol
FIN-TATA-2025-67215,MATXW5M5LD4HFSQ2G,15-06-2025,"Graz, Austria",8064.54,22000,2249.94,7819.99,7365.41,4813.71,5003.78,16500,7629.06,9174.59,4690.76,2911.06,4320.67,1600.39,4490.81,3223.32,9413.04,8555.85,5944.32,6242.61,4389.96,7347.13,6973.47,9881.91,4920.89,2912.18,9653.66,201.16,, ,Tata Curvv – Petrol
FIN-TATA-2025-63441,SALJ0BNWLGLIXPTKQ,15-06-2025,"Johannesburg, South Africa",9068.51,28000,3665.21,6523.66,6078.29,2947.25,7546.86,22050,2359.17,8642.31,9242,4963.39,4161.94,6926.55,4807.47,5724.4,4065.86,9017.12,1199.95,2181.38,5643.78,9489.68,560.4,4955.51,6614.2,8313.68,6224.03,83.68,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-56888,MAT6ST5ZWB778NK0K,15-06-2025,"Johannesburg, South Africa",7448.58,22000,6137.28,29.02,1161.53,2537.51,7005.1,16500,4964.62,3792.18,2375.51,1156.86,6248.2,3856.05,5067.22,1649.24,1161.38,846.17,8210.67,8700.58,4331.82,6302.53,8924.7,6024.57,9405.49,1496.08,5488.87,458.71,, ,Tata Altroz – Petrol
FIN-TATA-2025-89550,MATYZ0CQ1G3SY9GZQ,15-06-2025,"Johannesburg, South Africa",1263.5,28000,7701.87,7351.75,2829.48,7866.63,730.45,22050,5448.3,8777.98,1203.9,8170.41,3525.64,5758.75,1736.65,7430.16,7786.62,3626.34,442.85,8018.29,4424.03,5057.82,29.98,6903.48,8007.39,2012.7,5162.31,2816.62,, ,Tata Harrier – Diesel
FIN-TATA-2025-80629,SALTN6RZZYJMKAZMS,15-06-2025,"Dubai, UAE",2717.37,35000,2649.76,5735.76,2271.36,7384.79,2803.99,28875,3251.93,2239.21,495.81,3392.06,8028.59,8242.68,5041.48,4249.81,8116.01,9839.97,607.97,5112.69,8180.16,998.55,4912.78,5137.49,2032.69,8458.8,9581.71,2836.46,, ,Jaguar I-PACE – Electric
FIN-TATA-2025-13207,MAT4MDORK394UGLAN,15-06-2025,"Pune, India",6575.92,22000,5592.98,1165.35,5900.7,7081.31,7959.74,14300,9111.52,1068.62,3641.26,823.56,3347.62,4297.94,1478.21,6112.4,3527.34,8584.14,6814.84,6752.62,1895.97,2282.81,9115.74,7765.85,4635.54,751.78,7338.04,3833.84,, ,Tata Nexon – Petrol
FIN-TATA-2025-19174,MATWRB1OYBHFDZQBV,15-06-2025,"Toronto, Canada",5768.19,22000,2553.51,6916.59,8161.76,794.45,7046.62,16500,1499.68,7382.59,594.99,6401.59,3079.6,3225.16,8721.72,7063.63,2961.11,9574.73,1021.34,335.59,9220.41,1621.7,4472.79,1858.32,172.22,9190.77,3207.01,7519.18,, ,Tata Punch – Petrol
FIN-TATA-2025-54478,MATYMZXF9DT1JKUBI,15-06-2025,"Riyadh, Saudi Arabia",2675.22,28000,2323.77,16.42,9865.84,1124.2,6852.47,22050,1884.31,4362.08,8022.21,7249.23,2564.9,2629.23,7270.21,5062.73,1311.22,8028.13,9815.95,6267.28,3504.46,2376.54,1054.44,3543.02,2102.12,3239.46,8771.78,3460.71,, ,Tata Harrier – Diesel
FIN-TATA-2025-38451,SAL24JLUUGJNLITEG,15-06-2025,"Seoul, South Korea",2543.04,22000,352.26,556.76,6635.22,2120.35,8295.13,16500,8975.21,5597.95,8316.39,3625.53,1845.47,8050.74,3782.99,1578,8447.61,1779.84,425.42,9245.82,5593.61,3226.14,2057.73,2837.7,4724.19,9390.15,4988.84,5744.26,, ,Discovery Sport – Petrol
FIN-TATA-2025-75503,SALRQDUJRPGFO18KZ,15-06-2025,"Pune, India",3765.91,22000,4522.25,2461.05,6269.55,5234.25,450.65,14300,8200.39,6802.57,4625.38,8464.22,3008.94,4502.45,629.29,749.76,3280.45,2619.06,4694.06,3161.94,4928.66,4879.58,5998.64,8646.64,7665.07,8183.04,8900.49,6980.56,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-67820,SAL51JSWT0GGOJYI3,15-06-2025,"Nairobi, Kenya",5972.7,22000,6630.5,3186.43,7265.4,3612.07,167.93,16500,2824.06,1998.23,2163.08,6480.78,723.7,9488.31,7248.98,6885.36,2448.59,8994.56,5269.41,1879.93,3993.72,329.59,5989.57,316.62,1947.94,3979.88,3614.92,2912.01,, ,Discovery Sport – Petrol
FIN-TATA-2025-65200,MATK3E3R8MNJW4DC0,15-06-2025,"Nitra, Slovakia",7930.21,22000,8591.71,4621.43,659.68,4880.31,6763.31,16500,1952.1,2796.57,8184.07,9305.17,4004.36,3994.56,9339.95,8314.57,7406.33,7209.72,6556.87,75.47,3141.04,4249.71,9627.66,3661.07,337.89,6217.73,9167.82,1282.84,, ,Tata Punch – Petrol
FIN-TATA-2025-78461,MATMBM4DUTH14QXBL,15-06-2025,"Pune, India",9736.17,22000,5793.41,7780.59,840.09,3095.9,4024.38,14300,8643.26,6908.66,6134.99,3250.21,5110.29,5318.22,4090.36,8852.75,7616.21,8251.07,4881.25,6917.23,8596.38,2676.22,5355.31,5790.46,5213.05,3122.46,8475.6,239.15,, ,Tata Tigor – Petrol
FIN-TATA-2025-16705,MATSCFUB3C2Y3F5G2,15-06-2025,"Sao Paulo, Brazil",2019.24,22000,5131.47,4448.11,3715.74,6205.68,6085.65,16500,2242.4,142.61,4845.66,7167.52,7794.79,7075.34,2689.33,8666.83,6813.92,2128.92,4534.78,5607.81,760.02,4143.05,4552.54,884.19,5794.7,2779.8,1018.28,7227.53,, ,Tata Tigor – Petrol
FIN-TATA-2025-63658,MATYU845JVFPHLDOZ,15-06-2025,"Solihull, UK",6770.12,22000,5270.06,7126.44,9775.01,4091.77,6845.02,18260,8061.18,4366.75,311.38,7218.22,8748.06,1258.8,8762.56,8932.55,6072.78,1880.42,4610.73,4297.27,1636.57,3052.4,2363.13,8872.57,6391.67,7903.98,6362.77,7082.12,, ,Tata Tigor – Petrol
FIN-TATA-2025-10888,MATOKWUP2HD1N3PV9,15-06-2025,"Sao Paulo, Brazil",884.65,35000,7901.58,6633.04,8205.25,4572.65,5706.05,28875,7574.56,9694.7,7715.93,384.87,4281.97,7644.47,4118.85,5612.11,3838.35,3415.3,2651.32,7908.45,8102.35,7137.2,3202.55,2428.03,314.3,3133.72,1793.95,2092.49,, ,Tata Punch EV – Electric
FIN-TATA-2025-70981,MATSU32ATGGO3UKS7,15-06-2025,"Sao Paulo, Brazil",2146.94,28000,8001.4,2665.95,1887.4,9063.54,5004.26,22050,9633.21,8898.87,2191.69,828.95,2857.87,3226.73,691.16,42.76,8718.84,6962.47,8038.31,3438.94,6024.37,2081.04,2245.71,6401.76,3373.08,3845.68,7769.65,8946.99,, ,Tata Altroz – Diesel
FIN-TATA-2025-69854,MAT7T1RW8SEJX54E1,15-06-2025,"Dubai, UAE",1254.94,22000,7833.14,2285.76,8149.12,2023.39,32.25,16500,9090.37,957.82,1122.46,6919.72,7716.7,6062.12,5945.67,1522.9,8580.53,9744.75,569.8,860.28,5716.07,5084.26,6065.86,2246.17,7243.63,854.85,8802.64,1686.83,, ,Tata Curvv – Petrol
FIN-TATA-2025-90178,SALPAX37SDNY51FJU,15-06-2025,"Bangkok, Thailand",5720.85,22000,8506.67,1432.9,9668.3,6290.81,7697.33,16500,6292.6,2418.38,6128.15,7491.1,7302.13,4201.53,5449.15,7414.02,1266.89,6484.38,3439.69,4766.38,2792.59,7338.55,7657.8,3831.82,5800.94,3378.3,3432.96,9329.71,, ,Range Rover Sport – Petrol
FIN-TATA-2025-71643,SALR3Y7M5B4EH2CHX,15-06-2025,"Nitra, Slovakia",4090.37,22000,7567.15,5227.41,5004.22,2860.08,7084.84,16500,6662.78,1064.72,7895.01,6829.31,223.2,7161.98,9730.46,4542.35,2197.65,5989.92,6757.59,6892.29,4280.91,2968.6,6526.99,8998.9,9769.86,2289.76,6898.34,5362.08,, ,Range Rover Sport – Petrol
FIN-TATA-2025-88895,MATAZDVUM677WRC2G,15-06-2025,"Sao Paulo, Brazil",9808.67,35000,9399.64,5496.21,6082.78,2820.08,5452.35,28875,1822.12,5426.74,5650.71,8897.26,6084.91,9380.38,702.64,4147.92,2535.33,4205.35,4822.74,8847.15,7418.05,2713.56,1750.55,6483.97,9454.93,6104.86,1855.51,6498.57,, ,Tata Curvv – Electric
FIN-TATA-2025-68982,MAT88EI5G573IU92D,15-06-2025,"Pune, India",2726.51,35000,8539.01,7152.5,7205.05,2724.09,9148.24,25025,4807.88,2088.79,4808.67,9695.5,9246.29,45.28,9110.22,3279,3883.27,854.81,2781.26,2158.24,2349.58,8281.96,9742.47,7894.7,7214.95,3929.71,7444.22,3837.11,, ,Tata Curvv – Electric
FIN-TATA-2025-79000,SALO89D77NQAZZILO,15-06-2025,"Riyadh, Saudi Arabia",4915.09,35000,9741.47,335.17,6960.74,1592.03,2481.88,28875,5943.68,4443.38,2834.03,2850.38,7118.64,4885.84,3897.01,4460.69,2584.91,5305.95,9841.8,5702.83,6658.18,3634.74,422.56,8306.71,47.66,9087.58,1419.31,3918.62,, ,Jaguar I-PACE – Electric
FIN-TATA-2025-34787,MATKA9X3CPPJI6X12,15-06-2025,"Riyadh, Saudi Arabia",572.81,22000,6841.37,4353.47,2325.4,5365.49,3368.98,16500,1554.16,8536.98,9640.11,5371.25,2917.97,9262.33,6583.16,3219.64,5601.59,2482.25,5750.41,5920.05,1223.01,1537.36,947.58,6623.2,4350.75,9130.18,3824.04,4224.76,, ,Tata Nexon – Petrol
FIN-TATA-2025-50885,MATS0M9TT4SZG8N62,16-06-2025,"Coventry, UK",4714.16,22000,7443.34,702.74,7736.37,6693.18,7346.99,18260,9814.33,3202.72,3211.38,5173.8,3038.17,229.97,7247.12,650.14,4438.98,7171.32,3152.35,1898,8908.74,2179.06,8395.95,2316.08,7419.59,6237.11,8524.64,1054.69,, ,Tata Curvv – Petrol
FIN-TATA-2025-63471,SALR74VC6RCD0A85K,16-06-2025,"Seoul, South Korea",9946.86,28000,5991.87,1895.97,7106.83,165.92,1358.12,22050,4518.45,4559.07,4280.55,5594.79,874.13,829.65,3863.42,3135.27,837.57,9400.5,613.73,2161.85,7831.76,9774.04,1210.63,2114.94,512.71,449.42,1858.59,2219.33,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-31409,MAT3HZE4VFYX4RACV,16-06-2025,"Dhaka, Bangladesh",8114.85,35000,5035.97,6750.63,402.89,2999.24,5430.44,28875,2742.21,8958.92,5129.97,2905.42,4712.16,9786.06,4393.32,6189.01,5334.18,5354.73,2099.11,1440.66,4430.18,6839.35,7174.82,5442.84,4262.57,8357.62,319.17,5374.08,, ,Tata Curvv – Electric
FIN-TATA-2025-10036,MATLJDV818FNBNW65,16-06-2025,"Graz, Austria",6581.67,28000,3535.43,4137.01,6553.2,2942.36,1062.26,22050,1929.9,3465.67,6060.83,1586.16,2135.68,4807,330.5,7477.34,568.47,8683.55,9319.21,5505.67,8964.37,9112.23,3489.49,4956.88,1361.57,6618.04,4147.34,4860.82,, ,Tata Altroz – Diesel
FIN-TATA-2025-45992,SAL63LTI2WPM7AC61,16-06-2025,"Halewood, UK",8141.72,22000,7095.54,9758.29,4348.76,6553.93,1782.01,18260,4845.04,6749.64,6088.1,7583.38,291.39,8042.11,5982.49,6261.56,3361.35,4510.06,1279.08,2784.2,9735.4,505.67,7273.54,2813.51,2196.68,6109.46,7029.55,2210.35,, ,Discovery Sport – Petrol
FIN-TATA-2025-66700,MATDJ4IY67RF5QDT4,16-06-2025,"Dhaka, Bangladesh",1199.13,35000,8036.68,6009.06,9705.64,5915.03,9100.45,28875,3885.66,7882.06,4227.9,4335.85,7611.95,938,9889.06,478.4,8660.98,4116.7,3372.71,746.46,4853.53,1958.27,3877.24,7534.01,4355.7,3791.89,6670.24,6036.61,, ,Tata Curvv – Electric
FIN-TATA-2025-74604,MAT1IAE060A8KOO03,16-06-2025,"Riyadh, Saudi Arabia",2686.83,20000,6727.89,8659.75,6693.3,3590.47,7914.2,15000,3417.7,1190.56,4142.6,7920.86,4499.64,2003.13,1600.93,9992.38,628.32,3571.97,1241.28,7596.81,1157.44,5040.79,7944.37,4587.59,4657.04,2970.71,9735.61,9504.07,, ,Tata Tiago – CNG
FIN-TATA-2025-78710,MATKIA6YOO4HISX9Y,16-06-2025,"Sao Paulo, Brazil",5543.05,35000,9313.88,8332.26,568.87,8847.53,3102.45,28875,4313.07,9553.36,8028.32,3300.3,2431.76,1141.08,3803.36,2247.31,1034.74,5247.77,3288.23,2322.97,8392.09,385.12,964.56,4525.9,6907.86,7625.57,3750,8730.5,, ,Tata Punch EV – Electric
FIN-TATA-2025-33246,SAL8V7KFENEAPP3S9,16-06-2025,"Dubai, UAE",8268.85,28000,8635.2,7736.62,2936.92,2743.69,5326.34,22050,3225.93,2642.13,6781.51,5582.07,9883,7015.78,4747.14,9998.53,9740.78,9095.37,2463.09,7821.16,713.82,8200.24,6242.25,3699.04,7656.86,6897.91,5910.93,5370.85,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-57470,MATOTP73H2LHJDD0D,16-06-2025,"Nitra, Slovakia",6259.81,35000,5913.5,5184.31,4944.8,801.97,1133.17,28875,6511.43,6551.97,1878.41,5615.74,436.03,7969.11,708.97,1489.68,8064.8,7256.1,9808.11,1316.81,7596.41,3703.47,3418.93,5307.95,4276.57,1602.62,5731.16,9366.89,, ,Tata Tigor EV – Electric
FIN-TATA-2025-43667,MATF3CV62X754DAMA,16-06-2025,"Halewood, UK",9929.3,35000,9188.64,4352.99,3691.29,78.88,5975.95,31955,4915.33,4225.94,716.86,4312.24,8907.55,2337.39,6064.49,7164.98,4903.89,2286.42,2676.47,2075.09,5211.44,4970.6,7127.66,5290.42,6710.98,2704.11,9614.68,158.8,, ,Tata Tigor EV – Electric
FIN-TATA-2025-75823,MATXJQY7HAODAGB4C,16-06-2025,"Chennai, India",3683.13,22000,2265.91,5846.05,4852.01,5550.77,1499.22,14300,8022.67,8427.5,4631.81,3438.17,2912.54,7922.82,585.1,6246.73,501.02,2568.55,9256.53,534.2,8062.27,2416.29,6666.72,5295.94,6259.18,4858.41,3119.18,1123.7,, ,Tata Tigor – Petrol
FIN-TATA-2025-93223,SALPTRYRTEYYGLCRA,16-06-2025,"Nairobi, Kenya",8618.34,28000,9289.05,6300.72,1826.18,9862.88,2725.55,22050,6156.43,552.55,1565.7,4508.79,2472.18,3936.04,6244.38,5330.95,1002.6,6607.18,1734.6,8367.28,7074.4,922.96,9149.34,7769.95,6695.01,6449.83,9120.04,7240.94,, ,Land Rover Defender – Diesel
FIN-TATA-2025-54146,SALICZPM3LU38U9D7,16-06-2025,"Halewood, UK",1597.81,35000,9223.02,1366.33,6061.82,3467.7,6427.36,31955,7196.98,760.65,4566.27,8177.03,2444.41,504.52,8489.64,589.81,5579.35,3712.85,2413.4,8088.89,5938.88,1696.73,5992.97,106.03,8859.49,753.25,1151.84,7161.08,, ,Jaguar I-PACE – Electric
FIN-TATA-2025-52243,MATB80KNCMFLMNZHF,16-06-2025,"Toronto, Canada",9549.07,22000,3158.79,9863.09,1579.23,7243.31,5823.39,16500,6661.76,2241.21,396.03,7615.84,46.03,1176.23,5233.42,3865.73,7811.65,8478.99,9008.96,7098.47,7873.52,1859.98,5082.68,7536.69,6112.43,4219.59,6368.06,9743.78,, ,Tata Altroz – Petrol
FIN-TATA-2025-30940,MAT6Z1I17BAP8ZLK6,16-06-2025,"New Jersey, USA",8640.56,22000,5776.57,3145.97,152.48,3799.76,8772.43,18040,8647.31,4978.84,5619.39,3920.56,1029.56,5491.98,653.91,2860.88,837.69,7668.26,8457.57,7659.97,8941.04,8246.89,8362.66,1884.77,3887.29,9660.51,2177.6,8954.47,, ,Tata Tigor – Petrol
FIN-TATA-2025-42836,MATGN99H4I2GLFKKE,16-06-2025,"Buenos Aires, Argentina",992.5,35000,6649.13,1680.42,8841.51,2481.84,8577.12,28875,2145.54,3355.64,7107.23,8802.6,2120.03,550.06,7434.51,21.92,6538.59,6347.08,8064.33,967.94,8667.12,3031.62,7927.05,1037.65,5457.25,7179.46,2784.84,2315.33,, ,Tata Punch EV – Electric
FIN-TATA-2025-16057,MAT8J15GD2RACY7PE,16-06-2025,"Nairobi, Kenya",8398.81,28000,7975.96,3302.86,7001.1,5814.91,5235.32,22050,6866.79,9567.54,2477.79,2935.81,5052.53,9146.82,9344.86,4530.96,2605.58,1278.57,3496.14,4891.5,4189.16,2380.95,4556.14,433.3,8718.23,6284.13,7951.31,2177.6,, ,Tata Altroz – Diesel
FIN-TATA-2025-76228,SAL9QR5NM7C08QM6F,16-06-2025,"Nitra, Slovakia",7663.87,22000,4079.27,774.6,1167.13,9186.92,1194.25,16500,8395.99,5039.13,6131.68,5017.46,2795.79,9375.19,7013.12,7926.93,798.7,7109.65,4563.69,6403.81,1104.42,7557.03,2543.21,4585.93,1189.81,8786.25,5742.7,1474.5,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-62227,SALO7EI824MVPDT8A,16-06-2025,"Dhaka, Bangladesh",8792.78,28000,6453.04,1518.13,2992.83,2476.6,8170.91,22050,7214.34,5379,8628.19,7894.12,6836.6,153.38,9417.48,7125.75,4328.49,7645.1,2994.96,3559.5,7934.02,3291.45,9953.64,2644.27,5221.33,259.61,4684.53,8206.67,, ,Land Rover Defender – Diesel
FIN-TATA-2025-60193,MAT7QG901GVL0HOJW,16-06-2025,"Toronto, Canada",8853.87,22000,2785.69,2836.48,9346.37,4021.73,7889.12,16500,2748.03,9941.1,5301.69,5294.96,8170.88,3547.87,264.22,7564.59,7089.51,4288.61,5459,1250.43,9910.44,2967.81,3071.06,8325.67,6437.21,8914.75,279.21,1427.14,, ,Tata Tigor – Petrol
FIN-TATA-2025-49731,MAT6N73SH507AL2O4,16-06-2025,"Dubai, UAE",6518.63,35000,8741.63,1984.86,2773.97,1137.64,5964.2,28875,5410.68,1209.29,9856.93,7265.55,6007.86,3041.83,2969.56,6661.04,8967.53,2627.23,6937.41,2309.85,7920.4,422.17,303.21,6690.9,6332.12,1973.66,6573.75,792.27,, ,Tata Punch EV – Electric
FIN-TATA-2025-65520,SALJQVOVPO8VV77AT,16-06-2025,"New Jersey, USA",2029.03,22000,3948.19,193.31,3403.81,655.77,4063.02,18040,4953.71,9006.23,1760.27,2187.76,2429.51,2736.01,5834.53,9844.24,588.17,592.74,3065.82,2768.59,2822.84,3546.48,5362.77,3325.78,856.8,8151.57,120.44,8819.41,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-99331,SALCO2S7RIBNXWXX7,16-06-2025,"Jakarta, Indonesia",5157.28,28000,3640.91,1649.2,2408.83,3900.14,9487.62,22050,7351.73,3929.31,2494.49,7075.96,1737.35,3494.96,8380.88,4300.11,5179.99,6245.59,1010.53,7352.24,2317.25,8455.2,2706.1,4403.98,1614,6775.62,5798.38,6839.71,, ,Land Rover Defender – Diesel
FIN-TATA-2025-46590,MATM7RINAGXWOHOP1,16-06-2025,"Seoul, South Korea",8340.73,28000,1783.58,5622.22,2036.37,7041.02,1593.39,22050,2342.34,3935.68,3670.58,4527.67,2730.02,4951.47,5590.25,4799.28,762.72,1931.27,174.43,6666.87,4512.76,8537.09,8635.39,4516.02,3022.43,8186.08,2345.94,5269.06,, ,Tata Safari – Diesel
FIN-TATA-2025-74253,SALAWEDZHH4WZCL5R,16-06-2025,"Johannesburg, South Africa",481.39,28000,612.73,1197.28,7412.2,3850.63,3114.97,22050,9353.04,8857.61,8489.46,1167.66,2760.89,1028.98,2846.79,7909.31,1258.75,3051.72,9984.12,5150.76,6511.67,2761.09,2547.31,7038.7,9234.57,9629.17,8299.71,923.33,, ,Range Rover – Diesel
FIN-TATA-2025-28767,SALZ0K6CUD82BG2CB,16-06-2025,"Shanghai, China",6315.39,22000,2734.2,7718.04,1844.65,1310.21,4109.01,13640,5876.72,6309.25,5375.19,4262.82,1150.58,6817.42,9420.85,8292.22,7101.31,6019.74,1283.03,8059.81,1866.34,9933.55,2486.26,4343.76,8951.83,2695.82,930.95,3694.78,, ,Jaguar F-Type – Petrol
FIN-TATA-2025-48809,MATYJZ22ZEZA7H6X4,16-06-2025,"Chennai, India",9268.42,22000,830.8,4264.87,2296.36,3726.43,1507.69,14300,804.45,1613.71,3799.33,258.25,8853.52,8466.28,165.88,3636.23,9192.37,6294.61,5143.78,1318.99,3087.86,775.41,1503.93,5780.83,7939.37,232.46,176.76,1041.08,, ,Tata Punch – Petrol
FIN-TATA-2025-73484,SALWT8JQ9G24LPALC,16-06-2025,"New Jersey, USA",9874.26,28000,4063.43,9622.28,141.4,49.86,6089.26,24108,2618.29,8500.02,8344.58,8457.75,6801.54,6111.02,2076.79,9995.88,5195.55,2471.71,5461.68,6199.61,970.88,2747.63,9272.71,3172.51,8545.57,5313.15,406.52,4996.34,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-50078,MATBSTUVF9EZWIDV0,16-06-2025,"Nitra, Slovakia",7271.17,28000,5757.38,6302.66,2443.96,9561.87,716.89,22050,6835.93,6778.44,7623.07,6206.41,3960.94,273.62,3425.11,7932.4,1986.62,6474.97,9672,8387.92,5050.26,8417.07,7380.64,6787.95,8965.66,950.8,3189,3934.87,, ,Tata Altroz – Diesel
FIN-TATA-2025-20264,SAL2GU9L7CXO0IV9D,17-06-2025,"New Jersey, USA",6228.41,35000,6220.45,2751.44,2421.29,1963.29,6750.25,31570,110.44,7350.68,9124.82,4743.31,247.69,9764.55,9581.21,5276.92,7887.62,3869.44,3191.21,5056.03,4447.97,9988.4,145.24,2002.88,3694.07,6729.2,8431.58,2164.85,, ,Jaguar I-PACE – Electric
FIN-TATA-2025-71897,SALE3H72PTCL3FOGV,17-06-2025,"Jakarta, Indonesia",3529.61,28000,2907.54,6662.8,5866.53,5209.17,8694.97,22050,1302.22,9773.85,2200.62,4043.61,1151.76,4132.34,6627.42,4490.56,9191.63,482.95,2356.65,8816.42,4213.75,6726.36,4595.01,6099.3,250.86,6133.43,9076.11,815.3,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-72147,SALBKAZK7DHSWF5W2,17-06-2025,"Seoul, South Korea",5695.42,22000,8270.93,2614.24,9065.77,719.32,3209.34,16500,8968.6,9799.38,5645.75,3337.4,8627.58,5112.31,4153.37,9152.59,5500.6,2376.94,8501.9,9926.45,7588.46,1503.4,9414.69,6543.38,8798.1,9223.24,4293.79,5912.97,, ,Range Rover Sport – Petrol
FIN-TATA-2025-23424,SALOBG5192MW7YIAH,17-06-2025,"Toronto, Canada",3437.97,22000,5525.82,1809.51,9105.7,7366.43,5322,16500,8033.82,7757.82,696.96,2245.49,2464.14,8051.38,610.46,7907.81,8542.64,709.73,7285.91,3131.74,3328.13,6002.45,7040.87,5911.35,9311.12,6512.81,8205.98,7254.61,, ,Range Rover Sport – Petrol
FIN-TATA-2025-70460,MATZ5VXK1LY4IQ57E,17-06-2025,"Seoul, South Korea",3391.46,35000,9613.85,272.14,1407.29,5034.59,8230.95,28875,6191.45,6780.52,4748.32,4215.93,7152.57,9536.43,9605.58,3205.15,7469.91,5255.44,1713.79,2568.82,7495.4,5010.42,4465.86,2548.47,4752.87,4844.9,6906.7,2522.43,, ,Tata Tigor EV – Electric
FIN-TATA-2025-19749,SALQN4KC0RUKWNYQ2,17-06-2025,"Sao Paulo, Brazil",1920.22,28000,1870.68,5703.94,8463.8,2011.01,6050.78,22050,5852.5,632.56,3610.62,775.32,9526.73,3952.73,7746.97,5579.18,3158.37,811.56,6774.41,7449.33,7448.69,8062.9,8683.82,3436.13,1512.35,5032.17,1654.75,4870.32,, ,Range Rover Evoque – Diesel
FIN-TATA-2025-11945,SALIKRNBFCBS566FY,17-06-2025,"Halewood, UK",7908.3,28000,5482.51,3906.42,8584.07,5941.57,6899.44,24402,2691.16,5795.38,6288.43,8107.5,8204.79,1058.18,8975.15,922.56,16.52,3186.53,775.44,1163,3288.77,1290.54,1522.02,3289.36,8478.58,9662.69,1899.65,2583.89,, ,Range Rover – Diesel
FIN-TATA-2025-63416,MATUDZCJ6LYWTF229,17-06-2025,"Solihull, UK",7555.15,28000,5256.81,893.84,1892.86,3541.98,145.66,24402,9754.36,5829.03,4696.08,1508.6,7664.01,8494.19,7572.44,9523.53,6419.3,1845.65,3405.59,5291.08,3751.13,5222.29,7820.76,8892.14,2071.07,8758.78,6960.6,3186.98,, ,Tata Altroz – Diesel
FIN-TATA-2025-14250,MATEM45DBKZUFJQK5,17-06-2025,"Sao Paulo, Brazil",2234.43,20000,8659.87,4029.68,5465.8,2087.98,2453.17,15000,9599.89,52.59,3561.76,9333.28,3397.48,1285.48,2322.97,4129.16,7731.34,3614.68,7869.43,1509.56,4743.49,340.46,4331.29,7820.88,3385.77,5356.69,3292.51,9161.66,, ,Tata Tiago – CNG
FIN-TATA-2025-48521,SAL6TDBI1SH13K7MR,17-06-2025,"New Jersey, USA",4966.74,28000,4599.24,125.38,8440.48,1408.21,2316.57,24108,9995.06,5646.72,5374.83,5802.98,481.91,9454.76,9870,9556.84,6464.15,7592.82,3870.64,6704.47,8046.24,5993.35,3099.67,289.23,9911.17,3026.94,2574.75,7530.9,, ,Range Rover – Diesel
FIN-TATA-2025-14145,SALF1GFR8WVJIHCFE,17-06-2025,"Bangkok, Thailand",4610.57,22000,1551.18,6816.22,3698.57,1227.08,453.36,16500,118.19,9097.72,5308.34,9860.88,9554.65,3432.72,1251.46,7195.84,8973.74,8025.21,545.27,8107.74,1181.65,5408.41,4891.48,6308.77,9534.07,8740.5,9650.97,8688.46,, ,Discovery Sport – Petrol
FIN-TATA-2025-44720,MAT6RX3NFFVKBAS4J,17-06-2025,"Mumbai, India",8277.56,22000,9079.82,1506.96,3429.67,1229.59,3029.03,14300,9463.84,87.12,6006.87,4086.38,374.15,4056.55,7213.27,5109.98,6506.77,4199.47,5056.8,293.73,5855.18,6822.28,4125.41,9978.14,5225.29,1880.05,9524.06,5949.44,, ,Tata Punch – Petrol
